Objeto,Tipo,Propiedad,Modificacion,Check,Chutado,Otro
SP_DM0243ActualizaSaldo,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0243DevuelveSaldo,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0243ReporteDepositos,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0244_ACTULIZA_VALES_MAX,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0244ActualizaSertipoope,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0244InsertaTipoCobro,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0244InsertaTipoCobroPrel,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0244NipValesVta,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0244ValeRelacionId,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0244ValidaVales,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0246ImportaExcel,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0246ReporteCuadros,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0246TruncarImportacion,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0247AjustesAlm,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0248TruncarImportacion,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0248TruncateCerrar,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0248ValidacionMarcaTipo,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0255CorteCaja,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0256CapturaPagare,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0256ReportePagares,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0257GuardaListaNegra,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0257ListaNegra,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0257ListaNegraRep,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0259MovAutorizados,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0264ACTUALIZARED,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0264InsertaDimaR,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0264RELACIONESDIMAS,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0264ReporteFacturas,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0264ReporteNotasCredito,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0264ReporteRedDimas,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0264ValidaCuentasDimR_O,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0267BitacoraPagoDIMAR,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0267CancelaMovimientos,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0267ConcluirMovimiento,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0267DevolucionNotaCreditoDima,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0267IdCheques,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0270ConsecPedido,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0277AccionesFormaPrincipal,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0277GenerarCtaIncobrable,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0277InsertarImportados,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0277TruncaTabla,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0283ValidaCandadoMoto,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0285eCommersecorreos,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0287ActualizaLCAXSI,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0287AutorizaCancel,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0292ValidaArtsQ,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0294checkRedimir,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0296CondicionAutorizacion,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0296RegistroMatrizAutorizacion,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0296RegistroMatrizAutorizacionDetalle,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0296ReporteDeAutorizaciones,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0296SupervicionSegRef,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0298ImportacionClientesDIMAS,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0298ValidacionClientesDIMAS,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0302NotaCargoMonedero,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0304LineasRelacion,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0306CFDI,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0307CitasProveedores,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0310AcuerdoProveedores,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0310MovFlujoAcuerdoProveedores,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0312CalculaTiemposTotalesUsuarios,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0312ConfiguracionColumnas,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0312CorreoTemporal,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0312DatosGeneralesCliente,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0312DeleteSerieLoteMov,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0312InsertaEventos,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0312InsertaNotas,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0312InsertVentadDevoluciones,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0312ManejoAlmacenes,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0312OperacionesInsDelVentaD,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0312PuntoDeVentaDetalleDev,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0312PuntoDeVentaIdVenta,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0312PuntoVentaContactos,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0312PuntoVentaHistorialSolicitudes,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0312SalidaDiversa,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0312Situaciones,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0312TarjetaSerieMovMAVI,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0313AutorizaIncremento,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0313IncrementoPrecio,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0500B_CUOTAS_RANGO,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
sp_DM0500Bcampos,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0500BCobrosDetalle,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
sp_DM0500bdetalles,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0500BGralCONCENTRADO,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0500BGralEncabezado,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0500BTEMPCONFCUOTAS,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0500LActualizaCant,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_DM0500LActualizaDV,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
Sp_DoctosEmbarcados,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
sp_dropdiagram,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_eCommerceartexistencia,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_eCommerceCategoriaMag,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_eCommerceCtenuevo,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_eCommerceeEliminaNivelCat,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_eCommerceEliminaCat,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_eCommerceExistporArt,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_eCommerceexportaMA,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_eCommerceexportaMAVI,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_eCommerceexportaVIU,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_eCommerceImg,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_eCommerceInsertaCategoria,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_eCommerceNombreArticulo,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_eCommerceNombreArticuloN,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_eCommerceNombreFamN,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_eCommerceNombreLineaN,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_eCommerceNombreMarcaN,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_eCommerceNombreTipoN,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_eCommerceNuevoPed,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_eCommercePorcSobrePrecio,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_eCommercepromocionarart,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_eCommercePropiedades,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_ecommercerCategoriasinactivas,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_EliminaContReg,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_EliminaMovSinAfectar,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_EliminaRegistrosMavi,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
sp_EliminaTabla,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
sp_EquipoAgentesMAVI,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
sp_EspecificacionSaldosClientesMAVI,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_FICHAS_POLIT_BONIF_JOB,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
sp_FormatoINTFMAVI,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_GeneraAsignacionCobTelMavi,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_GeneraConsecutivoCteMavi,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_GenerarNCredCtasIncMavi,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_GenerarNCredCtasIncMaviV2,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_GuardaCobTelMavi,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
sp_helpdiagramdefinition,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
sp_helpdiagrams,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_HistoricoComisionForaneaMay,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
Sp_Importador,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_InicioCteExpressMavi,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_Insert_AlertDimR,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_Inserta_RecomendadoExp,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_Inserta_RecomendadoPorNIP,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_InsertaConyugeMavi,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_InsertaEDireccionMavi,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_InsertaTarjetaMonVirtual,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
sp_InvMES,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
SP_JobCorreosOtros,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_JobCorreosOtrosUnicosV2,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_JobDiarioAsignacionAvalesClientes,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
sp_layout_afectar_exentus,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
sp_layout_aplicaciones,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
sp_layout_importar,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
sp_layout_importar_aplicaciones,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
sp_layout_importar_costomovs,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
sp_layout_importar_cuentas,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
sp_layout_importar_documentos,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
sp_layout_importar_polizas,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
sp_layout_importar_txtcosto,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
sp_layout_init,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
sp_layout_log_in,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
sp_layout_log_out,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
sp_layout_procesar,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
sp_layout_referencias_ok,Stored Procedure,NativoDesde5000,NativoDesde5000,0,0,
sp_Layouts045GOBZACATECAS,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
sp_LayoutsTepicVMAVI23A,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
Sp_Limpiar,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_ListaProdUnicos_MAVI,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_LlenadoTblSaldosInicialesAuxContDetalle,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MAVI_CALIFICACION,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
Sp_MAVI_DM0133DeleteFacBonif,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
Sp_MAVI_DM0133InsertFacBonif,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
Sp_MAVI_DM0133UpdateFacBonif,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_Mavi_KardexMaxim,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_Mavi_KardexMaxim2,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MAVI_RM0792_ASCIIDIOTConReposicion,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_Mavi_SaldoKardex,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
sp_Mavi20LayoutsMAGNAYVMAVI,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
sp_mavi26V20091020,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
sp_MAVI35LayoutsSecc52,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
sp_MAVI35LayoutsSecc52_A,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
sp_MAVI35LayoutsSecc52_B,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
sp_MAVI35LayoutsSecc52_C,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MAVIACTUALIZABONIFICACION,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MaviActualizaMovs,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MAVIACTUALIZANIVELACCESO,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
Sp_MaviActualizaTablaContCanalCte,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MAVIACUMENUTIMAYXMAR_COSTOS,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MAVIACUMENUTIMAYXMAR_UBRUTA,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MAVIACUMENUTIMAYXMAR_UCOSTO,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MAVIACUMENUTIMAYXMAR_VENTAS,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MAVIACUMENUTIMAYXMAR1,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MAVIACUMENUTIMAYXMAR12,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MAVIACUMENUTIMAYXMAR2,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MAVIACUMENUTIMAYXMAR3,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MaviAfectarEmbarqueCasa,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MaviAlmEliminaxEliminar,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MaviAlmFactVsCapFisicaEmbarque,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MaviAlmFactVsCApFisicaEmbarqueInv,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MaviArticulosUnicosExisWeb,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MaviArticulosUnicosWeb,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MAVIASCIIDIOTConReposicion,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MaviAsignaEntradas,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
sp_MaviAudCredCobSolCredTramARep,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
Sp_MaviCalRecha,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MAVICARGAGENERARESPALDO,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MAVICARGAGENERARESPALDOCLIENTES,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MAVICatCte,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
Sp_MaviCFDSaldo,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MaviCobranzaTelefonica,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MaviCobranzaTelefonicaDetalle,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MAVICODARTICULOS,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MAVICoincidenciasNewCola,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MaviComparaCredNvos,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MAVICOMPGARAMPLI,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
sp_MaviConcatenaDestinosRuta,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
sp_MaviConcentCortesCajaXSucFP,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
sp_MaviConcentCortesCajaXSucImpt,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
sp_MaviConcentCortesCajaXSucTot,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MaviConsultaSaldos,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
Sp_MaviContaVentDevBonXCanal,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
Sp_MaviContaVentDevBonXCanalB,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
Sp_MaviContaVentDevBonXCanalB1A12M,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
Sp_MaviContaVentDevBonXCanalBM12M,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
Sp_MaviContaVentDevBonXCanalBT,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
Sp_MaviContaVentDevBonXCanalBT12M,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
Sp_MaviContaVentDevBonXCanalBT1A12M,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
Sp_MaviContaVentDevBonXCanalBTM12M,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
Sp_MaviContaVentDevBonXCanalD1A12M,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
Sp_MaviContaVentDevBonXCanalDM12M,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
Sp_MaviContaVentDevBonXCanalDT,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
Sp_MaviContaVentDevBonXCanalDT12M,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
Sp_MaviContaVentDevBonXCanalDT1A12M,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
Sp_MaviContaVentDevBonXCanalDTM12M,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
Sp_MaviContaVentDevBonXCanalT,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
Sp_MaviContaVentDevBonXCanalTB,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
Sp_MaviContaVentDevBonXCanalTVT,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
Sp_MaviContaVentDevBonXCanalV1A12M,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
Sp_MaviContaVentDevBonXCanalVM12M,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
Sp_MaviContaVentDevBonXCanalVT,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
Sp_MaviContaVentDevBonXCanalVT12M,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
Sp_MaviContaVentDevBonXCanalVT1A12M,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
Sp_MaviContaVentDevBonXCanalVTM12M,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
sp_MaviCredAnalisisCartVencim,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
Sp_MaviCredDiario,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MaviCuentaAConyuge,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MaviCuentaEstacionUEN,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
sp_MaviDIOT,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
sp_MaviDiotConReposicion,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MaviDividirRegCvXSucRAM,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MaviDividirRegSucXRegionRamNom,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MAVIDM0000DepuraCtesCtos,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
sp_MaviDM0000LimpiezaDatos,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MAVIDM0022RM1093EMAILCAJEROSTMP,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MaviDM0023LlenaTablaComisionesForaneasMayMavi,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MaviDM0028CLocalizaCteCto,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MaviDM0028CLocalizaCteMr,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MAVIDM0043SugerirMonto,Stored Procedure,EnProduccionYNativo5000,Ambos,1,0,
SP_MAVIDM0100CatalogoTipoPaquetes,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MAVIDM0100FiltroDocDigitalizacion ,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
sp_MAVIDM0103EliminaTabla,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
Sp_MAVIDM0103PlaneadorMAVI,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
Sp_MAVIDM0103ValidaPlaneadorMAVI,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
sp_maviDM0103xpInsertaTotales,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MaviDM0104B_HistoricoCXC,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MaviDM0104HistoricoCXC,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
sp_MaviDM0112BUSC,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
sp_MaviDM0112CUSC,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
sp_MaviDM0112GUSC,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
sp_MaviDM0112IniUs,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MaviDM0112ServicasaservicredCitaSup,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MaviDM0112ServicasaservicredCredito,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MaviDM0112ServicasaservicredMayoreo,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MAVIDM0112ServicasaServicredMovs,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MaviDM0112ServicasaservicredVtasPiso,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MaviDM0112ServicasaservicredVtasPison,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MaviDM0116BuscarCombinacion,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
Sp_MaviDM0116CredilanaSegurosPrestamos,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MaviDM0116LimpiarListaOk,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MaviDM0116VtasEliminaRegistro,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
Sp_MaviDm0117Cte,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MaviDM0123AValidaCtes,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MaviDM0123AValidaVariosNiveles,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MaviDM0123EliminaReg,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MaviDM0123NivelCobranza,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MaviDM0123NivelCobranzaVariosCtes,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MaviDM0123ValidaCte,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MaviDM0123ValidaCtes,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
Sp_MaviDM0123ValidaNiveles,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MaviDM0123ValidaVariosNiveles,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
Sp_MaviDM0124AbonosCliente,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
SP_MAVIDM0124ExistePedido,Stored Procedure,SoloDeMavi,SoloDeMavi,0,0,
